문제번호,과목코드,과목명,대단원번호,대단원명,중단원번호,중단원명,섹션번호,섹션명,키워드,유형,난이도,배점,문제내용,보기1,보기2,보기3,보기4,정답,해설
512,PHY,물리학,1,힘과 에너지,2,에너지와 열,1,역학적 에너지 보존,,theory,ad,5,[심화] 마찰이 없는 수평면에서 진폭 A로 진동하는 물체의 운동 에너지와 탄성력에 의한 위치 에너지가 서로 같아지는 지점의 위치 x는?,x = A / 2,x = A / √2,x = A / 4,x = A / √3,2,"전체 역학적 에너지는 ½kA² 입니다. 두 에너지가 같으려면 위치 에너지가 그 절반이어야 하므로 ½kx² = ½ × ½kA², 즉 x² = A²/2 → x = A/√2 ≈ 0.71A. 에너지가 반씩 나뉘는 지점이 진폭의 절반(A/2)이 아니라는 점이 핵심입니다. 위치 에너지가 x의 제곱에 비례하기 때문입니다."
513,PHY,물리학,1,힘과 에너지,2,에너지와 열,1,역학적 에너지 보존,,theory,ba,5,"[유형] 고정 도르래 양쪽에 질량 M과 m(M > m)인 물체를 실로 연결하고 가만히 놓았다. 무거운 물체가 h만큼 내려갔을 때 두 물체의 속력을 v라 하면, 옳은 에너지 보존식은?",Mgh = ½Mv²,Mgh + mgh = ½(M + m)v²,Mgh − mgh = ½(M + m)v²,Mgh − mgh = ½(M − m)v²,3,"M은 h만큼 내려가 위치 에너지가 Mgh 감소하고, m은 같은 h만큼 올라가 위치 에너지가 mgh 증가합니다. 순수하게 줄어든 위치 에너지 (Mgh − mgh)가 두 물체 전체의 운동 에너지로 바뀝니다. 두 물체는 실로 연결되어 속력이 같으므로 운동 에너지는 ½Mv² + ½mv² = ½(M + m)v² 입니다. 무거운 쪽만 계산하지 않도록 주의합니다."
514,PHY,물리학,1,힘과 에너지,2,에너지와 열,1,역학적 에너지 보존,,theory,ad,5,"[유형][심화] 마찰이 없는 수평면에서 용수철 상수 k인 용수철을 x만큼 압축한 채 질량 m₁, m₂인 두 물체를 붙여 두었다가 놓았더니, 두 물체가 각각 v₁, v₂의 속력으로 양쪽으로 분리되었다. 옳은 에너지 보존식은?",½kx² = ½m₁v₁² + ½m₂v₂²,½kx² = ½(m₁ + m₂)(v₁ + v₂)²,kx² = ½m₁v₁² + ½m₂v₂²,½kx = ½m₁v₁² + ½m₂v₂²,1,"압축된 용수철에 저장되어 있던 탄성력에 의한 위치 에너지 ½kx² 가 두 물체의 운동 에너지로 모두 전환됩니다. 두 물체의 속력이 서로 다르므로 각각 따로 계산해서 더해야 합니다. 참고로 이 상황에서는 운동량 보존 m₁v₁ = m₂v₂ 도 동시에 성립하므로, 두 식을 연립하면 각각의 속력을 구할 수 있습니다."
515,PHY,물리학,1,힘과 에너지,2,에너지와 열,1,역학적 에너지 보존,,theory,ba,5,[유형] 높이차가 h인 언덕 위에서 처음 속력 v₀으로 출발하여 마찰 없이 언덕 아래로 내려왔다. 언덕 아래에서의 속력 v에 대해 성립하는 식으로 옳은 것은?,½mv₀² = ½mv²,mgh = ½mv²,½mv₀² = ½mv² + mgh,½mv₀² + mgh = ½mv²,4,"언덕 위에서는 운동 에너지 ½mv₀² 와 위치 에너지 mgh 를 가지고, 언덕 아래(기준점)에서는 운동 에너지 ½mv² 만 가집니다. 보존 법칙에 의해 ½mv₀² + mgh = ½mv². 처음 속력이 0이 아니라는 점에 주의합니다."
516,PHY,물리학,1,힘과 에너지,2,에너지와 열,1,역학적 에너지 보존,,theory,ad,5,"[유형][심화] 위와 같은 상황에서 내리막 구간에 크기가 F인 마찰력이 작용하고 마찰 구간의 길이가 S일 때, 성립하는 관계식으로 옳은 것은?",½mv₀² + mgh + FS = ½mv²,½mv₀² + mgh = ½mv² + FS,½mv₀² + mgh = ½mv² − FS,½mv₀² = ½mv² + mgh + FS,2,"마찰이 있으면 역학적 에너지는 보존되지 않습니다. (처음 역학적 에너지) = (나중 역학적 에너지) + (마찰력이 한 일). 마찰력이 한 일 FS 만큼의 역학적 에너지가 열로 전환되어 사라집니다. 마찰력은 운동을 방해하는 방향으로 작용하므로 에너지를 빼앗는 쪽, 즉 나중 상태에 더해 주는 자리에 놓입니다."
517,PHY,물리학,1,힘과 에너지,2,에너지와 열,1,역학적 에너지 보존,,theory,ad,5,[심화] 용수철 상수 k인 용수철에 질량 m인 물체를 매달았더니 x₀만큼 늘어난 채 정지하였다. 이 상태에서 성립하는 관계식으로 옳은 것은?,½kx₀² = mg,kx₀ = mgx₀,kx₀² = mg,kx₀ = mg,4,정지해 있으므로 알짜힘이 0입니다. 위로 작용하는 탄성력 kx₀ 와 아래로 작용하는 중력 mg 가 힘의 평형을 이룹니다. 따라서 kx₀ = mg. 이 관계식은 세로 진동 문제를 풀 때 마지막 정리 단계에서 반드시 필요하므로 꼭 기억해 둡니다.
518,PHY,물리학,1,힘과 에너지,2,에너지와 열,1,역학적 에너지 보존,,theory,ad,5,[심화] 위 상황에서 물체를 평형 위치로부터 A만큼 더 아래로 당겼다가 가만히 놓았다. 진동하는 동안 물체의 최대 속력 v_max에 대해 성립하는 관계식으로 옳은 것은?,½kA² = ½mv(max)²,½k(x₀ + A)² = ½mv(max)²,mgA = ½mv(max)²,½kx₀² = ½mv(max)²,1,"당긴 지점의 역학적 에너지 ½k(x₀ + A)² 와, 평형 위치를 지날 때의 역학적 에너지 mgA + ½kx₀² + ½mv(max)² 를 같다고 놓습니다. 좌변을 전개한 뒤 kx₀ = mg 를 대입하면 중력 항과 x₀ 항이 모두 상쇄되어 ½kA² = ½mv(max)² 만 남습니다. 결론이 중요합니다. 세로 진동도 평형 위치를 기준으로 보면 수평면에서 진동하는 경우와 완전히 같은 형태가 됩니다."
519,PHY,물리학,1,힘과 에너지,2,에너지와 열,1,역학적 에너지 보존,,theory,ba,5,굴러가던 공이 마찰력과 공기 저항 때문에 점점 느려지다가 결국 멈추었다. 이에 대한 설명으로 옳은 것은?,공의 에너지가 완전히 사라졌으므로 에너지 보존 법칙이 성립하지 않는다.,공의 역학적 에너지는 그대로 보존되었다.,"감소한 역학적 에너지는 마찰력과 공기 저항이 한 일과 같으며, 주로 열의 형태로 전환되었다.",마찰력은 공에 일을 하지 않는다.,3,"마찰력과 공기 저항이 운동 방향과 반대로 작용하며 공에 일을 하고, 그만큼 역학적 에너지가 감소합니다. 감소한 역학적 에너지는 열, 소리 등으로 전환되며 최종적으로는 열의 형태로 주변에 흩어집니다. 열까지 포함하면 에너지의 총량은 여전히 보존됩니다."
520,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,두 손바닥을 빠르게 비비면 손이 따뜻해진다. 그 까닭으로 옳은 것은?,손의 역학적 에너지가 마찰에 의해 열로 전환되기 때문,손의 화학 에너지가 직접 빛으로 전환되기 때문,손의 질량이 줄어들기 때문,손이 주변 공기로부터 열을 흡수하기 때문,1,두 물체가 접촉한 채로 움직이면 마찰에 의해 역학적 에너지의 일부가 열로 전환되어 접촉면의 온도가 올라갑니다. 빠르게 비빌수록 더 많은 역학적 에너지가 열로 바뀌므로 온도가 더 많이 올라갑니다.
521,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,'열'의 정의로 옳은 것은?,물체가 가진 에너지의 총량,온도 차에 의해 전달되는 에너지,물체의 온도 그 자체,물체를 이루는 입자의 개수,2,"열은 온도 차에 의해 전달되는 에너지입니다. 즉 '물체가 가지고 있는 것'이 아니라 '이동하는 과정'을 가리키는 말입니다. 물체가 가지고 있는 것은 내부 에너지이며, 열은 항상 온도가 높은 쪽에서 낮은 쪽으로 이동합니다."
522,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,줄(Joule)의 실험 장치에서 일어나는 에너지 전환 순서로 옳은 것은?,물의 열에너지 → 회전 날개의 운동 에너지 → 추의 위치 에너지,추의 운동 에너지 → 물의 위치 에너지 → 날개의 열에너지,추의 위치 에너지 → 회전 날개의 운동 에너지 → 물의 열에너지,물의 위치 에너지 → 추의 운동 에너지 → 날개의 열에너지,3,"추가 중력에 의해 떨어지면서 위치 에너지가 감소하고, 도르래로 연결된 회전 날개가 돌아가며 운동 에너지를 얻습니다. 날개가 물을 휘저으면 그 운동 에너지가 물의 열에너지로 전환되어 물의 온도가 올라갑니다. 줄은 이 장치로 역학적 일과 전환된 열량이 정확히 비례함을 밝혀냈습니다."
523,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,"일의 기호, 열의 기호, 열의 일당량의 기호를 순서대로 옳게 짝지은 것은?","Q, W, J","W, J, Q","J, W, Q","W, Q, J",4,"일은 W(Work), 열은 Q(Quantity of heat), 열의 일당량은 J로 씁니다. 일의 단위 기호 J(줄)와 열의 일당량 기호 J가 같은 글자라서 헷갈리기 쉬우므로, 문맥으로 구분하는 연습이 필요합니다."
524,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ad,5,"[심화] 열의 일당량 J의 값과 단위, 그리고 일 W와 열 Q 사이의 관계로 옳은 것은?","J ≈ 4.2 cal/J 이고, W = Q / J 이다.","J ≈ 9.8 J/cal 이고, W = JQ 이다.","J ≈ 1 J/cal 이고, W = Q 이다.","J ≈ 4.2 J/cal 이고, W = JQ 이다.",4,"줄의 실험 결과 역학적 일과 발생한 열량은 정확히 비례하며, 그 비례상수가 열의 일당량입니다. W = JQ, J ≈ 4.2 J/cal. 즉 1 cal의 열은 약 4.2 J의 일에 해당합니다. 단위가 J/cal 인 이유는 cal 단위의 열량 Q에 곱해서 J 단위의 일 W가 나와야 하기 때문입니다."
525,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,에너지 보존 법칙에 대한 설명으로 옳은 것은?,"에너지는 다른 형태로 전환될 뿐 새로 생기거나 없어지지 않으며, 총량은 항상 일정하다.",마찰이 있으면 에너지의 총량이 줄어든다.,역학적 에너지는 어떤 경우에도 항상 보존된다.,에너지는 열로 전환될 때만 보존된다.,1,"마찰이 있으면 '역학적' 에너지는 보존되지 않지만, 열로 전환된 에너지까지 모두 포함하면 총량은 변하지 않습니다. 이것이 에너지 보존 법칙입니다. '역학적 에너지 보존'과 '에너지 보존'은 적용 범위가 다르므로 반드시 구분해야 합니다."
526,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,온도와 기체 분자의 운동 사이의 관계로 옳은 것은?,온도는 기체 분자의 개수에 비례한다.,온도가 높을수록 기체 분자의 평균 운동 에너지가 크다.,온도가 높을수록 기체 분자의 평균 운동 에너지가 작다.,온도와 기체 분자의 운동은 아무런 관계가 없다.,2,온도는 물질을 이루는 입자들의 '평균' 운동 에너지의 척도입니다. 온도가 높다는 것은 입자들이 더 활발하게 무작위 운동을 하고 있다는 뜻입니다. 개수가 아니라 평균값이라는 점이 핵심입니다.
527,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,물질을 구성하는 입자들이 무작위 운동(열운동)을 하며 가지는 역학적 에너지의 총합을 무엇이라 하는가?,잠열,열의 일당량,내부 에너지,일률,3,"내부 에너지는 물질을 이루는 모든 입자가 가진 에너지의 총합입니다. '총합'이라는 점 때문에 입자 수가 많으면 커지고, 온도는 이를 입자 수로 나눈 평균값의 척도라는 차이가 생깁니다."
528,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ad,5,[심화] 온도에 대한 설명으로 옳은 것은?,온도는 물체가 가진 내부 에너지의 총량이다.,온도는 물체의 질량에 비례한다.,온도가 같으면 내부 에너지도 반드시 같다.,온도는 입자들의 평균적인 운동 에너지의 척도이다.,4,온도는 '평균'의 척도이고 내부 에너지는 '총합'입니다. 따라서 온도가 같아도 입자 수가 다르면 내부 에너지는 다릅니다. 예를 들어 같은 온도의 물 한 컵과 욕조 가득한 물은 온도는 같지만 내부 에너지는 욕조 쪽이 훨씬 큽니다.
529,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ad,5,"[심화] 같은 종류의 기체가 담긴 두 용기 A, B가 있다. A의 내부 에너지가 B보다 클 때, A가 B보다 반드시 뜨겁다고 할 수 있는가?","아니다. 내부 에너지는 입자 수에도 의존하므로, 입자 수가 많으면 온도가 낮아도 내부 에너지가 클 수 있다.",그렇다. 내부 에너지가 크면 언제나 온도가 높다.,아니다. 내부 에너지와 온도는 아무런 관계가 없다.,그렇다. 내부 에너지와 온도는 같은 물리량이다.,1,내부 에너지 = 입자 수 × 입자 하나의 평균 에너지. 따라서 내부 에너지가 크다고 해서 평균 에너지가 크다고 단정할 수 없습니다. 입자 수가 아주 많으면 미지근해도 내부 에너지 총합은 클 수 있습니다. 내부 에너지와 온도는 관계가 있지만 같은 것은 아닙니다.
530,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ad,5,"[심화] 같은 종류의 기체가 담긴 두 용기에 대하여, '내부 에너지가 큰 쪽'과 '입자의 평균 속력이 큰 쪽' 중 온도가 더 높다고 확실하게 말할 수 있는 것은?",내부 에너지가 큰 쪽,평균 속력이 큰 쪽,둘 다 확실하게 말할 수 있다,둘 다 확실하게 말할 수 없다,2,"온도를 결정하는 것은 입자 하나의 평균 운동 에너지입니다. 같은 종류의 기체라면 질량이 같으므로 평균 속력이 큰 쪽이 곧 평균 운동 에너지가 큰 쪽이고, 따라서 온도가 높습니다. 반면 내부 에너지는 입자 수까지 곱해진 총합이므로 온도를 직접 알려 주지 못합니다."
531,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,"전도, 대류, 복사의 차이를 옳게 설명한 것은?",전도 — 유체가 직접 흐르며 전달 / 대류 — 고체 입자의 충돌로 전달 / 복사 — 진공에서는 일어나지 않음,전도 — 전자기파로 전달 / 대류 — 고체에서만 전달 / 복사 — 유체에서만 전달,전도 — 주로 고체에서 이웃한 입자끼리 충돌하며 차례로 전달 / 대류 — 유체의 입자가 직접 이동하며 전달 / 복사 — 전자기파의 형태로 전달,세 방식 모두 물질이 있어야만 열이 전달된다.,3,"전도는 고체, 대류는 유체(액체·기체), 복사는 전자기파로 기억합니다. 전도와 대류는 물질을 통해서 전달되지만, 복사는 전자기파이므로 물질이 없는 진공에서도 전달됩니다."
532,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,물을 끓일 때 아래쪽의 데워진 물이 위로 올라가고 위쪽의 찬물이 아래로 내려오면서 전체가 데워진다. 이때의 주된 열전달 방식은?,전도,복사,잠열,대류,4,열을 받아 입자 운동이 활발해지면 입자 사이 간격이 커져 열팽창이 일어납니다. 그 결과 밀도가 작아진 유체가 위로 올라가고 그 자리로 찬 유체가 밀려 내려오면서 에너지가 전달됩니다. 이처럼 유체 자체가 이동하며 열을 나르는 방식이 대류입니다. 해풍과 육풍도 같은 원리입니다.
533,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,태양의 열이 우주 공간을 지나 지구에 도달하는 열전달 방식과 그 특징으로 옳은 것은?,전도 — 입자끼리 충돌하며 차례로 전달된다.,대류 — 뜨거운 공기가 직접 이동한다.,잠열 — 상태 변화를 통해 전달된다.,복사 — 전자기파의 형태로 전달되므로 물질이 없어도 전달된다.,4,우주 공간은 거의 진공이므로 전도나 대류로는 열이 전달될 수 없습니다. 복사는 전자기파의 형태로 에너지가 전달되는 방식이라 매질이 필요 없습니다. 온도가 높은 물체일수록 더 많은 에너지를 전자기파로 방출합니다.
534,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,'잠열'의 정의로 옳은 것은?,물질의 상태 변화가 일어날 때 출입하는 열,물질의 온도를 1 ℃ 올리는 데 필요한 열,물질이 방출하는 전자기파의 총량,물질이 가지고 있는 내부 에너지의 총량,1,"잠열은 물질의 상태 변화가 일어날 때 출입하는 열입니다. 이 열은 온도를 올리는 데 쓰이지 않으므로, 온도-가열 시간 그래프에서 온도가 변하지 않는 구간에 해당합니다."
535,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,얼음에 계속 열을 가할 때 온도-가열 시간 그래프에서 온도가 일정하게 유지되는 구간이 뜻하는 것으로 옳은 것은?,열이 전혀 출입하지 않는 구간,상태 변화가 일어나며 잠열이 출입하는 구간,물질의 질량이 줄어드는 구간,내부 에너지가 0이 되는 구간,2,온도가 변하지 않는다고 해서 열이 들어오지 않는 것이 아닙니다. 열은 계속 들어오지만 그 열이 모두 상태를 바꾸는 데 쓰이기 때문에 온도가 올라가지 않는 것입니다. 물의 경우 0 ℃(융해)와 100 ℃(기화)에서 이런 수평 구간이 나타납니다.
536,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,얼음이 녹아 물이 될 때 열을 계속 가해도 온도가 올라가지 않는 까닭으로 옳은 것은?,가해 준 열이 모두 밖으로 빠져나가기 때문,얼음은 열을 흡수하지 못하기 때문,가해 준 열이 입자 사이의 인력을 끊는 데 모두 쓰이기 때문,얼음의 질량이 늘어나기 때문,3,"고체에서 액체로, 액체에서 기체로 상태가 변하려면 입자를 붙잡고 있는 인력을 끊어야 합니다. 가해 준 열량이 모두 이 인력을 끊는 데 쓰이므로 입자의 평균 운동 에너지, 즉 온도는 변하지 않습니다."
537,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,밀폐된 통 안에서 진자를 흔들면 진폭이 점점 줄어들다가 결국 멈춘다. 이 과정에 대한 설명으로 옳은 것은?,진자의 역학적 에너지가 완전히 소멸한다.,밀폐된 통이므로 진자는 영원히 같은 진폭으로 진동한다.,진자의 역학적 에너지가 마찰에 의해 열에너지로 전환되어 통 안의 온도가 아주 조금 올라간다.,진자의 에너지가 통 밖으로 빠져나간다.,3,"통이 밀폐되어 있으므로 에너지가 밖으로 나갈 수는 없습니다. 진폭이 줄어든 만큼의 역학적 에너지는 공기와의 마찰, 실의 마찰 등을 통해 열로 전환되어 통 안에 그대로 남아 있습니다. 이 계는 닫힌계이므로 에너지의 총량은 변하지 않습니다."
538,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ad,5,[심화] 멈춘 진자가 통 안에 흩어진 열을 다시 흡수하여 스스로 처음의 진폭으로 진동을 시작하는 일은 일어나지 않는다. 그 까닭으로 옳은 것은?,열역학 제2법칙에 따라 자연 현상은 비가역적인 방향으로만 저절로 진행하기 때문,에너지 보존 법칙에 위배되기 때문,통 안의 열에너지가 진자가 잃은 에너지보다 작기 때문,진자의 질량이 변했기 때문,1,"이 과정은 에너지 보존 법칙(열역학 제1법칙)에는 전혀 위배되지 않습니다. 통 안의 총 에너지는 그대로이기 때문입니다. 그런데도 일어나지 않는 것은, 흩어진 열이 저절로 한곳에 모여 역학적 에너지로 되돌아가지 않기 때문입니다. 이러한 자연 현상의 방향성을 규정하는 것이 열역학 제2법칙입니다."
539,PHY,물리학,1,힘과 에너지,2,에너지와 열,2,열과 에너지,,theory,ba,5,'비가역 과정'의 정의로 옳은 것은?,시간이 지나면 저절로 반대 방향으로도 일어나는 과정,스스로 처음 상태로 되돌아갈 수 없는 방향으로만 진행하는 과정,에너지가 보존되지 않는 과정,열이 전혀 출입하지 않는 과정,2,"비가역 과정은 저절로 되돌아갈 수 없는 과정입니다. 마찰에 의한 열 발생, 기체의 자유 팽창, 잉크가 물에 퍼지는 현상 등이 대표적입니다. 비가역이라고 해서 에너지가 보존되지 않는 것은 아니라는 점을 반드시 구분해야 합니다."
540,PHY,물리학,1,힘과 에너지,2,에너지와 열,3,열효율,,theory,ba,5,"열역학에서 쓰는 기호 p, V, T의 의미를 순서대로 옳게 짝지은 것은?","부피, 압력, 온도","압력, 부피, 온도","압력, 속력, 시간","일, 부피, 온도",2,"p는 압력(pressure), V는 부피(volume), T는 온도(temperature)입니다. 열역학에서 기체의 상태를 나타내는 세 가지 기본 변수입니다."
